alpha,delta,class
16.24188431,-0.849946665,GALAXY
18.26621165,-1.029165453,GALAXY
177.0040575,59.23475446,GALAXY
190.4356133,59.42381182,STAR
190.651756,59.36773242,QSO
191.3240949,59.31402636,GALAXY
5.932614865,9.551753152,GALAXY
36.10452749,-0.463438634,GALAXY
9.389924976,-0.654724403,QSO
10.07835456,-0.713303359,STAR
215.4689778,58.16875212,GALAXY
136.2883444,29.63727761,QSO
138.1572714,30.38048402,STAR
138.6007156,30.54954704,STAR
139.6944231,31.18799375,STAR
14.29448265,-1.018776395,GALAXY
19.73427308,-0.973708113,GALAXY
20.39583922,-0.941080153,GALAXY
19.70549466,-0.997192986,GALAXY
182.5805401,59.44557279,QSO
183.4737084,59.4454763,QSO
21.68359957,-2.883626836,STAR
22.92414566,-2.958690565,GALAXY
153.4408396,32.21037072,GALAXY
137.2114393,14.73529931,GALAXY
347.7329045,2.845109218,GALAXY
350.4576883,2.895068501,GALAXY
350.9556516,2.884037275,GALAXY
339.7754658,2.856910194,GALAXY
208.2290434,0.063233781,STAR
344.7425015,23.83861091,GALAXY
184.8155138,11.99345662,GALAXY
121.6636308,25.66558658,STAR
235.5035984,46.38407177,GALAXY
246.1360457,28.53015369,GALAXY
16.40424182,8.86282064,GALAXY
16.47271903,8.936030196,GALAXY
17.83212809,8.724805029,GALAXY
328.0608433,28.17463353,GALAXY
82.44765344,-0.737619351,STAR
128.6781571,33.50098896,STAR
238.3985919,50.43130591,GALAXY
348.894252,12.28150399,GALAXY
356.8802315,12.71064214,GALAXY
250.72705,41.16998796,QSO
172.1635247,64.04223498,GALAXY
174.3480811,64.32029263,GALAXY
243.99285,21.44284716,GALAXY
7.651942232,7.159847049,STAR
8.241614924,7.096193972,STAR
8.725039332,7.150154503,STAR
17.74638042,6.918136466,QSO
26.80105177,30.38103866,GALAXY
11.8133001,7.138179879,QSO
9.947357773,-5.213657177,QSO
350.75289,-0.737688712,QSO
227.2978231,56.32966585,QSO
254.3954095,62.87249296,GALAXY
5.019459096,27.58378533,GALAXY
10.38363926,27.45505914,QSO
350.53068,26.76281313,STAR
341.2654688,32.9933623,STAR
9.078505474,-0.774981943,QSO
9.087644293,-0.702271215,STAR
234.0736543,50.7012671,QSO
132.2994649,32.09408491,QSO
133.3272566,32.75052009,QSO
253.187966,34.71501238,GALAXY
244.4615426,43.04144112,GALAXY
16.97265111,8.803616425,GALAXY
17.01784411,8.849905953,GALAXY
157.0114458,38.49315244,QSO
149.742594,56.81141284,GALAXY
161.6902557,59.96214512,GALAXY
241.7804054,3.497734797,STAR
228.629198,38.00911609,GALAXY
16.68533839,-1.013929172,GALAXY
16.54805605,-0.899886571,GALAXY
14.09810538,-0.986897495,GALAXY
236.9038776,55.57321557,GALAXY
136.0584502,0.171946707,GALAXY
355.4061582,27.11289274,QSO
239.7757308,61.85242228,GALAXY
41.85704918,-0.463135385,GALAXY
40.52039081,-0.504611319,GALAXY
161.1743632,20.16636785,GALAXY
326.6295519,2.461990571,QSO
349.7827039,14.32118932,GALAXY
236.9080471,57.18116374,STAR
343.5628807,23.58869476,GALAXY
354.5469047,24.73426382,GALAXY
358.0986591,-3.690537453,QSO
358.1228345,-3.673754794,QSO
250.1526387,41.82115766,QSO
250.2569021,41.61663619,GALAXY
130.455124,23.31715148,GALAXY
230.3112218,58.77733525,STAR
165.4146106,23.03889606,QSO
152.395612,25.73051394,GALAXY
247.8255753,36.89117051,GALAXY
12.22474165,-0.727386982,QSO
12.99591869,-0.640590535,QSO
13.57620148,-0.76066889,QSO
348.3235612,33.14752288,GALAXY
352.9817917,33.62861032,GALAXY
93.90850278,0.829043473,STAR
14.7733669,7.041520517,QSO
16.00906343,-0.772204558,QSO
192.1191515,18.75089201,QSO
138.5432458,59.94380499,QSO
343.4089911,23.52016343,GALAXY
349.6826462,24.27655221,GALAXY
350.5932772,24.43684964,GALAXY
235.558476,7.503704462,GALAXY
177.5529671,11.91522468,GALAXY
319.8096954,9.158778841,GALAXY
322.577201,9.627573837,GALAXY
249.9636844,42.1162032,QSO
103.7719743,29.33685673,STAR
220.6409692,43.99414471,QSO
175.6915869,7.8020166,QSO
211.0040067,48.12148355,QSO
152.9730803,26.02725204,GALAXY
153.3231453,26.01047381,GALAXY
145.3319663,29.62305648,GALAXY
156.0030757,32.98759594,GALAXY
156.0282895,32.96555151,GALAXY
11.18202958,12.80394227,GALAXY
49.23590894,41.99633046,STAR
231.0195321,37.88988095,GALAXY
240.1324144,32.54231806,GALAXY
243.5587558,30.44161828,GALAXY
11.5210015,7.06901733,QSO
14.42254912,7.169281782,STAR
14.761685,7.031127149,QSO
16.59378363,6.990475688,QSO
33.39186186,29.00476591,GALAXY
27.11378557,30.20007756,GALAXY
11.46950136,7.236505883,QSO
352.728893,26.79201934,STAR
353.5154626,26.8507351,QSO
357.8639125,27.16261119,QSO
132.2535148,29.76578866,STAR
240.2280541,53.58995805,GALAXY
252.5385246,41.89415563,GALAXY
241.9424823,53.8996249,STAR
350.9948597,33.45478241,STAR
351.6877914,33.62898016,GALAXY
167.6454902,3.137307224,STAR
2.767983666,27.67334151,QSO
213.2983661,13.00367808,GALAXY
124.9173334,57.77058615,GALAXY
163.6738902,3.128794414,STAR
161.3677515,26.5728801,GALAXY
246.1824041,39.08858329,GALAXY
146.9192394,39.08835081,QSO
186.85377,47.53188071,GALAXY
225.041693,11.2548964,GALAXY
50.20147377,18.93875968,STAR
240.8768687,14.55952681,GALAXY
234.3235728,16.75411761,GALAXY
131.000104,21.33984977,STAR
221.0739326,29.51667331,GALAXY
245.5041732,53.48014953,QSO
247.0328746,51.95034572,QSO
196.8404981,37.49378718,QSO
183.7870456,18.74489721,GALAXY
180.7029857,3.140236144,GALAXY
136.0315806,34.24442781,QSO
211.2751367,65.97906312,QSO
7.55135757,9.486174804,GALAXY
3.370117619,9.431797593,GALAXY
15.96768735,-3.550034209,QSO
358.3681139,-3.629523453,QSO
4.950445677,-3.553371629,STAR
348.8182677,12.38960853,GALAXY
2.221534682,12.02059059,QSO
242.0010092,12.23796118,GALAXY
210.3003558,45.09006164,STAR
125.3117008,46.92160161,GALAXY
14.5244367,8.898653809,GALAXY
200.166395,-1.329014368,STAR
137.0889228,29.8375732,QSO
19.01884325,-0.915517355,GALAXY
16.56635741,-1.020990157,GALAXY
185.8941957,59.54944121,QSO
5.579203873,27.65715898,QSO
131.874861,23.75576431,GALAXY
154.5281341,32.52014398,GALAXY
217.3051913,34.96868522,QSO
217.8253185,34.93176296,QSO
215.3102696,55.24643942,GALAXY
241.6060275,54.14749548,QSO
354.2731115,24.70229498,GALAXY
356.652011,24.91829248,GALAXY
157.8787879,10.55718768,GALAXY
352.7955397,26.78207015,STAR
353.5500125,26.87954222,STAR
11.43001763,3.706957604,GALAXY
13.01660032,-0.698153127,STAR
14.49890087,7.080378666,QSO
21.80706941,31.08997358,GALAXY
191.0302788,6.87520042,GALAXY
154.5447956,58.18879013,GALAXY
334.5127813,13.01303243,GALAXY
1.689598776,15.07014495,GALAXY
201.0279403,52.00357802,QSO
195.8553419,61.5363368,GALAXY
344.4296652,14.11151838,GALAXY
349.1587633,14.3248376,GALAXY
112.8456036,40.041954,QSO
80.45001199,61.56701035,STAR
249.2696825,35.57558693,STAR
212.9351815,19.28242336,GALAXY
358.1825664,12.76058715,GALAXY
137.3709737,14.9002263,GALAXY
245.2120779,53.41725354,QSO
355.4177047,14.91299721,GALAXY
333.8896883,13.09508176,GALAXY
337.1759142,13.56215008,GALAXY
134.2034936,1.472004496,GALAXY
351.7173111,26.93469093,STAR
29.23894666,-3.823115855,GALAXY
168.454663,67.41315922,QSO
252.5253147,46.28937183,QSO
252.9945315,45.42560597,GALAXY
253.6728732,44.67668039,QSO
125.8392152,22.92412832,STAR
325.6374058,2.237080272,QSO
357.5446931,2.881460666,GALAXY
6.682215566,27.54028369,QSO
10.78014066,7.158760518,GALAXY
117.038451,15.45117372,QSO
16.97229133,-3.570117612,QSO
18.49893229,-3.681818907,QSO
11.91380165,-0.822722489,STAR
321.7065313,9.449038344,GALAXY
335.9343842,11.33256463,GALAXY
249.415164,42.47512449,QSO
18.03117307,-0.998763851,GALAXY
19.49479922,-1.020177039,GALAXY
176.5377198,59.17871228,QSO
185.286665,59.4336696,QSO
191.4146133,59.25571462,STAR
351.0836973,14.64713193,GALAXY
235.9128366,13.79899036,GALAXY
163.5949977,20.27934818,GALAXY
251.7937208,25.36685784,GALAXY
219.1249729,34.36640804,QSO
222.4522703,33.25332428,QSO
249.7329999,18.1163547,GALAXY
342.8282329,23.51087071,GALAXY
215.3672693,10.31485491,GALAXY
230.3763651,8.386612024,GALAXY
179.5342076,47.52321182,GALAXY
176.1155346,11.77121199,GALAXY
196.1923709,11.64043279,GALAXY
229.3649598,8.460678127,GALAXY
16.42471559,-0.975607303,GALAXY
19.78533482,-1.006110114,GALAXY
17.19336896,-0.85249599,GALAXY
181.349045,59.48003032,QSO
188.4377217,59.40270411,GALAXY
340.3494314,13.84927815,GALAXY
131.7837398,13.16747678,GALAXY
104.9351114,29.76441925,STAR
216.3696003,35.29593365,QSO
220.9876443,33.88480279,QSO
217.2795071,54.66775435,GALAXY
249.5628916,41.68755273,STAR
85.14042295,-0.769767778,STAR
143.1612374,28.81387056,GALAXY
181.651146,61.84682966,GALAXY
161.4665094,59.91143796,GALAXY
244.7959015,49.7055399,GALAXY
8.712838372,7.073603717,STAR
11.68594057,7.074397091,STAR
18.22653023,7.042842125,QSO
355.15106,33.77687581,GALAXY
131.7766293,1.654676367,GALAXY
152.9355501,32.02591229,GALAXY
130.8240912,31.53945515,GALAXY
132.4148624,32.3620249,GALAXY
147.8712971,35.64465215,STAR
151.1171151,36.79836408,STAR
348.1277791,0.81688261,STAR
348.1337384,0.688961071,GALAXY
226.6460705,56.19614059,GALAXY
227.5104339,52.48054345,GALAXY
0.23730372,11.81056417,GALAXY
355.0930658,26.99449216,QSO
357.6306648,27.09742874,GALAXY
116.9281091,49.8824321,GALAXY
351.7225134,-1.961221463,GALAXY
333.5517861,-1.691732655,GALAXY
153.9260179,35.49700768,GALAXY
144.6500023,38.60370053,GALAXY
148.3077663,40.0767957,GALAXY
335.8320108,2.493928754,QSO
258.4260132,29.71586441,QSO
147.0902262,43.05590625,QSO
178.158165,47.50371317,GALAXY
183.0993766,47.6413843,GALAXY
217.6609551,37.9495293,GALAXY
136.1481799,29.61032559,QSO
138.6517818,30.71853114,STAR
139.4920379,31.15366734,QSO
13.39641676,-0.961288519,GALAXY
20.14142185,-0.974907092,GALAXY
17.65071845,-0.97040338,QSO
16.78705,-0.863468854,GALAXY
17.75035095,-0.853137253,GALAXY
17.26861284,-0.952683059,GALAXY
184.5765715,59.47472175,QSO
321.5770708,9.470231203,GALAXY
241.2738392,31.85613301,GALAXY
247.9996203,27.03154542,GALAXY
11.96353591,-0.741417183,QSO
12.01869154,-0.701988522,STAR
352.5319188,33.64094616,GALAXY
347.5024091,32.90251954,GALAXY
16.94322468,5.672534295,GALAXY
136.6042558,2.055411326,QSO
9.266701923,7.166128752,STAR
12.34544487,7.216609696,QSO
20.335574,6.997957776,STAR
36.06898958,-4.568335937,GALAXY
36.35871959,-4.552647272,GALAXY
40.89057933,-4.368214643,GALAXY
349.7164203,-0.838195152,QSO
352.1208418,-0.667552664,STAR
136.0396192,25.73847839,GALAXY
146.4145468,29.89146072,GALAXY
146.8214333,30.08207546,GALAXY
153.5737838,32.28088808,GALAXY
140.5179926,27.65913975,GALAXY
145.4187201,29.55393301,GALAXY
19.92078932,12.41972022,GALAXY
349.7102684,12.38255065,GALAXY
233.6189002,57.5245014,GALAXY
135.9460221,58.65116992,QSO
155.8006088,27.43138723,GALAXY
251.229533,25.79917489,GALAXY
164.2658059,45.65684984,GALAXY
167.1842572,46.21877261,GALAXY
152.2920414,2.182219194,GALAXY
122.3387429,55.85394687,GALAXY
348.280858,20.60842689,GALAXY
34.14421484,-0.720965152,QSO
240.1774757,53.49106036,GALAXY
223.2352497,61.77944666,GALAXY
39.82022237,-0.507058615,GALAXY
164.7470386,3.000097175,STAR
353.2543703,24.72978015,GALAXY
9.41859824,-0.727448651,STAR
11.93164866,-0.749950664,QSO
356.6844284,22.24527175,QSO
217.1936265,34.9540456,QSO
222.8719404,33.07494451,QSO
5.511860979,-0.686203795,GALAXY
223.3725972,61.65116285,GALAXY
121.772917,27.24003174,GALAXY
237.0472642,48.53377309,GALAXY
330.4416951,44.8017668,STAR
233.156245,36.73713439,GALAXY
144.4588798,2.14087215,QSO
143.3543208,61.80806322,QSO
145.0503671,62.62354868,STAR
163.6784712,49.24340091,STAR
182.1341436,51.20418766,QSO
152.9436635,25.86665432,GALAXY
342.8551582,11.88366138,GALAXY
349.4136062,12.3635036,GALAXY
250.2204248,41.66134367,QSO
223.4748571,36.5335583,STAR
323.621748,11.41083256,GALAXY
254.8858468,21.30222977,GALAXY
137.9922733,26.61715278,GALAXY
138.7706793,26.85866514,GALAXY
131.9547848,32.14757182,GALAXY
353.6112538,26.99269712,STAR
356.4574006,27.09899132,QSO
357.9752317,27.25546816,QSO
343.3848699,28.87980992,GALAXY
3.980617916,-4.363443893,GALAXY
206.8647053,11.0144016,GALAXY
182.9489819,11.90900564,GALAXY
178.102321,47.42858972,GALAXY
186.2388314,47.68419803,GALAXY
126.6177415,23.2509201,QSO
128.6476066,24.44033115,STAR
130.2918094,25.52843957,GALAXY
352.245832,27.00448109,QSO
7.347854148,27.5860811,QSO
318.5659915,2.352638525,GALAXY
133.316697,33.30900949,GALAXY
10.77936526,7.153421802,QSO
11.70587106,7.202978678,QSO
13.29374382,7.209546809,QSO
17.87237897,7.023902535,QSO
220.7954135,21.80045272,STAR
142.0920382,54.14330286,GALAXY
213.4675926,23.72807755,QSO
319.3135354,9.043145187,GALAXY
134.4391523,33.22683421,QSO
202.912428,46.62551262,QSO
8.125730711,7.217808425,QSO
8.846027643,7.103246782,STAR
11.95656891,7.194573308,QSO
138.6483699,35.50721119,QSO
244.245659,52.18624947,STAR
55.35774152,0.61979503,STAR
17.81360073,8.869238896,GALAXY
18.59378549,8.790868614,GALAXY
139.2280141,31.02653916,QSO
16.17313803,-0.955933512,GALAXY
18.03231447,-1.00068011,GALAXY
17.28423075,-0.925354148,GALAXY
19.78454153,-0.963568141,GALAXY
179.8624775,59.37377294,QSO
333.4262103,13.08341466,GALAXY
351.8247278,24.53790311,GALAXY
212.7059867,10.4825853,GALAXY
198.0935973,50.38015581,STAR
152.1875098,25.87556743,QSO
9.728211957,-0.715692895,STAR
11.2363006,-0.789973782,STAR
13.20268718,-0.711985515,STAR
219.6943368,44.23074579,STAR
227.351903,60.31701068,GALAXY
228.0205052,60.04961301,GALAXY
131.7734861,32.23541888,GALAXY
132.3819912,32.74591627,GALAXY
15.12200498,-9.587354648,GALAXY
230.415538,19.25723633,GALAXY
4.068451664,3.697736728,GALAXY
248.9864231,42.96942073,QSO
174.2980588,64.30140985,GALAXY
208.7922367,62.68908813,GALAXY
242.15526,31.24201174,GALAXY
144.8526317,2.224966771,GALAXY
143.5400709,61.88384372,STAR
143.6785314,62.07639315,STAR
52.69075633,-0.280458779,STAR
48.34857748,-0.283298917,STAR
50.35104891,-0.402457924,STAR
8.736348892,9.418479831,GALAXY
7.96222555,3.973017384,GALAXY
4.777433203,27.65699923,QSO
283.0801459,19.38033206,STAR
131.4781731,31.57420478,STAR
29.71256671,-3.845934391,GALAXY
206.7126081,15.19908758,GALAXY
233.1829207,10.68070381,GALAXY
132.5254112,0.963247033,GALAXY
132.324183,0.916772328,GALAXY
8.637708361,12.83407512,GALAXY
159.4698725,17.30562703,STAR
197.5144753,52.34498169,QSO
214.1502735,49.18054188,QSO
167.8034136,40.78694749,QSO
156.1050761,46.59532786,GALAXY
28.63613454,29.86214898,GALAXY
41.35164826,0.573141173,QSO
209.059842,56.74209447,GALAXY
0.413397682,20.66673255,QSO
203.1473037,63.14159602,STAR
113.9352843,34.94127819,QSO
214.4954787,55.91998896,GALAXY
224.8914866,52.53179957,GALAXY
225.2025136,52.20265312,GALAXY
226.2125412,51.75149139,GALAXY
233.4438365,1.948651966,GALAXY
47.72791241,-0.283115193,STAR
50.06889841,-0.328681269,STAR
208.4056265,13.41484919,GALAXY
216.2571447,12.59504661,GALAXY
218.6216387,12.3607222,GALAXY
347.3942039,23.1925545,QSO
117.9934145,49.19660486,QSO
252.8562526,45.64013565,STAR
128.0379159,24.19587519,STAR
321.7514745,2.169731513,GALAXY
326.5057598,2.335450649,STAR
167.1430784,20.70974934,GALAXY
232.7532936,38.9180065,GALAXY
248.4934522,28.01363256,GALAXY
253.9863787,23.26054711,STAR
255.9341848,21.43625754,GALAXY
201.1017821,46.81206785,STAR
4.375687988,-6.831569658,GALAXY
219.2141461,56.30565623,GALAXY
208.2772331,45.53517331,QSO
134.5390576,28.79182939,STAR
134.9172247,28.8812492,GALAXY
138.0728495,30.4672278,QSO
16.03038703,-0.970032968,GALAXY
19.83211309,-0.981427212,GALAXY
14.88497988,-1.013449034,GALAXY
19.33600453,-0.948068338,GALAXY
356.6263454,4.222950292,GALAXY
159.8761228,33.77642442,GALAXY
160.1566254,33.86845229,GALAXY
144.2038333,29.03798297,GALAXY
152.4009779,25.81482305,GALAXY
152.5023935,25.91528211,GALAXY
152.6725084,25.84813548,GALAXY
153.1432901,26.00520662,GALAXY
205.375458,20.72598186,GALAXY
328.1244594,2.617924584,GALAXY
336.9969601,2.797227695,GALAXY
150.1422521,40.58461997,GALAXY
154.9536337,58.29655255,GALAXY
145.222921,55.25207032,GALAXY
155.7544586,27.48877937,GALAXY
165.0719923,3.18901475,STAR
170.3484383,27.85215271,STAR
166.3908302,27.34590695,QSO
348.071568,-0.755679375,QSO
351.7555849,-0.799684042,STAR
353.8462041,-0.706319515,QSO
138.4549258,2.053008032,QSO
143.6526777,61.99963431,STAR
144.0032936,62.26380094,QSO
205.7391369,13.67050899,GALAXY
165.5456511,3.063773451,STAR
9.973290424,27.60936275,STAR
358.8525709,27.53520786,QSO
8.669953784,7.218439597,QSO
27.88146484,30.09698308,GALAXY
23.23852015,30.88162059,STAR
36.40355828,-9.160282035,STAR
352.4180561,26.98053849,STAR
127.7647577,13.33814896,GALAXY
155.8655319,21.32391329,GALAXY
229.0806154,29.47418231,GALAXY
305.5889875,-14.28147147,STAR
164.0677069,45.66523873,GALAXY
15.70455747,-0.925212252,GALAXY
14.97681558,-0.85158624,GALAXY
14.25854034,-0.875188281,GALAXY
16.64520925,-1.004863171,GALAXY
16.00507891,-0.855938361,GALAXY
181.9537875,59.43886207,QSO
184.2905469,59.51154134,QSO
188.2660191,59.49567179,QSO
190.0240302,59.33841772,GALAXY
324.8452336,11.72362217,GALAXY
340.4105571,13.7981636,GALAXY
189.0089378,47.06043954,GALAXY
3.942612383,9.458332895,GALAXY
1.186835858,9.354362141,GALAXY
39.19900588,-0.559951593,GALAXY
358.5936957,-3.554156709,QSO
209.2996119,35.56386914,QSO
184.8713656,38.06335482,QSO
184.6482687,18.77170161,GALAXY
178.8311074,18.69236983,GALAXY
185.7685793,18.84019715,GALAXY
244.5757072,51.94288367,QSO
148.3116444,63.4479448,QSO
130.5607907,23.53487929,STAR
41.5208508,0.428056621,QSO
42.74585028,0.512543756,STAR
55.04082155,0.430323784,STAR
105.9209471,30.11166543,STAR
237.9832988,50.79850336,QSO
226.5525584,16.60389796,GALAXY
137.3730074,14.85636464,GALAXY
251.6311115,24.19755811,GALAXY
250.5157842,25.06036162,GALAXY
16.08293422,8.949406536,GALAXY
250.1658374,41.7994877,QSO
250.5863147,41.55299705,STAR
50.09667601,19.02797655,STAR
52.27680919,18.27568166,STAR
147.9422991,35.49390517,GALAXY
208.1411502,60.00328468,GALAXY
330.7267072,12.52633694,GALAXY
198.202127,-1.358023372,QSO
38.26432043,-4.843678133,STAR
112.3717949,39.94715539,QSO
119.1301611,41.22969812,QSO
155.6919656,32.76345184,GALAXY
139.8204642,27.40142885,GALAXY
159.4659112,33.81394342,QSO
160.1579042,33.91122066,GALAXY
140.3629418,27.56766068,GALAXY
217.2213861,35.11813074,QSO
219.3399474,34.36592052,QSO
227.8130992,50.51410207,GALAXY
165.285807,3.163064767,STAR
7.28380607,-4.174175018,GALAXY
331.3472443,44.14238738,STAR
336.2884274,22.29626698,GALAXY
232.5483655,8.045140814,GALAXY
234.9795892,7.635461749,GALAXY
131.1253386,32.01201245,GALAXY
125.6825054,11.09093494,GALAXY
226.587824,20.49160545,QSO
252.0194401,46.86725539,STAR
126.5546196,23.43758572,STAR
352.9776091,27.18829581,STAR
4.36519052,27.52989688,STAR
339.1548943,32.62683014,STAR
17.17379093,8.896720897,QSO
18.95195346,8.739906423,GALAXY
149.8200541,45.64641937,QSO
151.8677575,25.71401613,GALAXY
359.9789104,3.066903014,GALAXY
0.139402873,3.021506298,GALAXY
344.776363,12.11562134,GALAXY
248.9301679,43.06374655,QSO
249.6038255,42.46304662,QSO
17.0216322,-3.635715281,QSO
147.7183812,2.246666256,QSO
152.9286968,2.384890889,STAR
42.34073129,0.626100893,STAR
123.6120148,28.62617224,GALAXY
259.3699793,36.92580412,GALAXY
261.9240404,31.97500675,GALAXY
209.8767797,17.07168781,GALAXY
144.8581084,62.59085335,STAR
184.3957558,11.92057658,GALAXY
225.3834191,9.147617588,GALAXY
216.8527457,35.25478555,STAR
217.9042649,34.93817594,QSO
218.2291127,34.63565932,QSO
218.7025245,34.68639089,QSO
224.0157073,52.20927119,GALAXY
242.3251446,41.75450863,GALAXY
116.9121046,40.8685509,STAR
347.7657431,14.39350617,GALAXY
253.3982408,40.77542629,GALAXY
156.456687,31.2350042,GALAXY
348.303866,20.34790882,GALAXY
133.1108013,30.31420011,STAR
169.4972091,42.29143122,STAR
174.1068134,42.82230218,QSO
211.905483,62.13045184,GALAXY
12.78662042,7.16349429,QSO
17.50558076,7.011540253,QSO
359.2189048,27.54991037,QSO
137.3491955,14.79326362,GALAXY
356.6861611,2.955371195,GALAXY
165.7487963,27.29988463,STAR
23.55973961,34.76994597,GALAXY
223.0704776,11.51467229,GALAXY
235.63695,18.36140059,STAR
135.6079849,14.32420245,GALAXY
356.0461678,19.50280299,STAR
172.219375,35.40687032,STAR
191.515186,52.92978082,STAR
119.7917814,35.28121921,QSO
117.7764882,50.37060954,QSO
230.2388681,29.07137957,GALAXY
16.03719439,-4.188407523,GALAXY
330.277127,2.432197202,GALAXY
8.073566257,7.096125978,QSO
8.92127962,7.092150717,QSO
135.7939936,29.36337237,QSO
177.763395,59.34577346,QSO
178.9255286,59.29527711,QSO
184.7724396,59.54245437,STAR
185.6654012,59.40219301,STAR
190.997756,59.36351652,QSO
21.3035728,-2.84321144,QSO
31.75759302,29.39430245,GALAXY
28.05139591,30.05321146,STAR
135.3723377,58.43623066,QSO
326.1910609,10.0933498,GALAXY
327.2702518,10.34301224,GALAXY
134.0153177,1.977012781,STAR
135.634738,58.6539527,QSO
232.3288354,39.0789277,STAR
249.9005623,27.09315306,GALAXY
167.1608174,3.120399506,STAR
136.2276198,14.50850249,GALAXY
43.61659801,2.510847467,GALAXY
326.5587078,2.584272537,GALAXY
148.3442343,40.05468672,GALAXY
203.6919971,20.00920804,STAR
350.1957043,0.815116174,STAR
222.2130392,54.73624864,GALAXY
241.4869512,54.2512635,GALAXY
185.9442774,68.32844884,QSO
176.485635,47.19179017,GALAXY
182.4455821,47.60148588,GALAXY
170.542971,46.79324556,GALAXY
195.1212299,47.12652293,GALAXY
330.4068501,45.0009969,STAR
26.55601097,30.25440354,GALAXY
24.2990105,30.64594337,GALAXY
330.3386137,28.97339603,GALAXY
150.6992286,68.69866202,STAR
129.0618525,24.82660952,STAR
19.728989,25.86770062,GALAXY
352.7075519,2.965993017,GALAXY
11.66164209,22.25453638,STAR
357.2018839,27.42471497,QSO
130.6467572,1.773899358,QSO
105.5558053,30.02711751,STAR
104.144099,29.39510246,STAR
234.8480171,56.78839379,GALAXY
194.2244435,50.70578579,STAR
199.7754751,50.15441785,STAR
152.6731839,25.82708522,GALAXY
123.1968546,26.80394282,GALAXY
122.796037,26.52525135,QSO
216.3580978,35.30859917,STAR
240.102578,43.4682809,GALAXY
250.5915967,34.20791649,GALAXY
17.62884573,17.92598381,GALAXY
135.6532339,14.41158908,GALAXY
326.2642888,2.516509376,GALAXY
132.6903578,32.86981149,GALAXY
131.1308969,23.83957608,GALAXY
115.7640187,14.61248785,QSO
132.8884066,1.546743519,GALAXY
12.41397433,-0.634303513,GALAXY
13.23179563,-0.777582346,STAR
153.9266848,32.26664348,GALAXY
139.7622296,27.25086395,GALAXY
156.5930606,32.98656383,GALAXY
157.9410236,33.44878287,GALAXY
20.0256092,12.43803793,GALAXY
326.53524,10.12480713,GALAXY
14.08909153,7.097152011,QSO
16.52693115,7.023605914,QSO
118.8521897,52.30135181,STAR
13.80152881,12.73184519,GALAXY
19.61316804,12.37269517,GALAXY
207.3304137,64.29717332,STAR
220.1953128,1.468948647,STAR
355.8597138,26.99968731,QSO
331.4774913,29.2238515,GALAXY
222.6025302,43.26556538,QSO
345.2257319,0.68274009,STAR
349.3080105,0.817091478,GALAXY
347.2957401,0.816632998,QSO
18.39716365,9.014157846,GALAXY
6.376809494,27.62810753,QSO
144.7546,42.12311592,QSO
181.1237696,47.49698985,GALAXY
194.1449913,47.29666527,GALAXY
8.514781855,7.146725533,QSO
132.6552677,32.35236471,QSO
125.8532497,4.281098033,STAR
220.8529761,21.92615099,QSO
326.2620492,10.16741775,GALAXY
332.0710599,10.89089719,GALAXY
348.9774624,12.27798461,GALAXY
243.91162,6.78689128,STAR
342.1828545,2.842677968,GALAXY
131.6813886,32.3640694,GALAXY
216.5571379,35.21171267,STAR
220.5740505,33.92166424,QSO
243.4850167,3.46132146,STAR
141.776413,61.30231499,QSO
144.885553,62.48985558,STAR
49.23708946,19.34250015,STAR
49.67190108,19.06278264,STAR
10.1082301,-0.658979607,STAR
2.091614768,34.32684784,GALAXY
239.9143119,55.44002964,QSO
243.4314722,52.83907271,STAR
162.8653722,66.59312869,QSO
336.3827335,22.35133197,GALAXY
349.6982898,24.30508969,GALAXY
225.8201168,8.955047519,GALAXY
222.5495063,9.440680297,GALAXY
142.9089725,41.39889004,QSO
166.6031177,46.12341085,GALAXY
157.607369,33.32269625,GALAXY
144.3833222,29.0890307,GALAXY
144.4958215,29.18644324,GALAXY
130.8878607,31.42505958,GALAXY
251.0828456,37.10783731,GALAXY
126.0135716,23.00920369,QSO
131.1733983,25.86602843,STAR
353.9612416,0.788621104,STAR
228.0803193,56.69132524,GALAXY
210.4753655,63.71224544,GALAXY
240.9952176,54.71266488,QSO
242.2842247,42.21444902,GALAXY
240.378936,43.92258353,GALAXY
232.9928926,2.026240373,GALAXY
333.6025743,20.88714049,STAR
158.2300679,21.76189425,GALAXY
357.8277594,27.18527165,GALAXY
345.7335521,25.0055977,GALAXY
179.9322935,39.7053995,GALAXY
165.13802,3.083297538,STAR
60.54784855,-5.740127741,GALAXY
7.762168535,27.57933995,STAR
353.747352,27.21260345,STAR
132.639734,32.32014585,QSO
159.0578298,22.04809458,GALAXY
129.9933103,14.22185635,GALAXY
155.4941438,21.24875858,GALAXY
155.7579427,21.30121502,GALAXY
154.4230365,58.47566738,GALAXY
127.2323813,14.43378139,QSO
175.8545277,11.7231455,GALAXY
347.8464353,-0.744939748,GALAXY
351.05873,-0.806898155,STAR
351.2772136,-0.74480189,STAR
353.3677419,-0.719385526,QSO
353.7744106,-0.668385809,QSO
354.2521394,-0.728916022,STAR
354.5877344,-0.778485644,QSO
243.9817501,29.95781757,STAR
357.0358549,18.05501415,GALAXY
14.51799911,-0.934099562,GALAXY
13.66590709,-1.027740805,GALAXY
16.54269492,-0.886555761,QSO
